Feature ID,m/z,Retention Time,Score_Description,Name_or_Class,SMILES,Formula,FluoroMatch DTXSID,Likely PFAS?,Mass Defect in PFAS Space?,2+_homologous_series,3+_homologous_series,Number_of_F_Fragments,FINAL DTXSID,FINAL DTXSID NOTES,CONFIRM PFAS?,Reviewed?
4155,412.966,6.4,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFCA-perfluoroalkyl_branched,OC(=O)C(F)(F)C(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,C8HF15O2,,TRUE,TRUE,TRUE,TRUE,20,DTXSID8031865,"Compared to reference spectra on AMOS, user agreed match",YES,Yes
4156,412.9661,10.58,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFCA-perfluoroalkyl_branched,OC(=O)C(F)(F)C(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,C8HF15O2,,TRUE,TRUE,TRUE,TRUE,3,,Mass corresponds to PFOA. Occurs at a RT ~4 mins past PFOA main peak. Likely generated as in-source fragment of longer-chain carboxylic acid species. ,YES,Yes
4194,414.9066,6.79,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFSA-Cl,O=S([OH])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[Cl],C6HClF12O3S,DTXSID50881088,TRUE,TRUE,TRUE,TRUE,6,DTXSID50881088,"Fragment at 79.9561 corresponds to SO3. Fragment at 84.9915 correpsonds to CF3O. Fragment at 168.9900 corresponds to C3F7. Fragment at 218.9826 corresponds to C4F9. Fragments are general low response and isotope pattern is missing/poor to confirm Cl presence. Feature appears to be in series with feature at 514, assigned as chlorinated sulfonic acid based on fragments and homologous series presence. ",YES,Yes
4195,414.9314,6.85,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",Perfluoromethoxy perfluoropentane sulfonic acid,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,C6HF13O4S,DTXSID30881086,TRUE,TRUE,TRUE,TRUE,8,DTXSID30881086,"Fragment at 79.9570 corresponds to SO3, fragment at 98.9559 corresponds to SO3F. Fragment at 84.9908 corresponds to CF3O. Fragment at 229.9442 corresponds to C3F6SO3. Fragment at 134.9877 corresponds to C2F5O. Fragments align with proposed formula. ",YES,Yes
4196,414.9812,8.36,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","2,3,3,3-Tetrafluoro-2-(perfluoropentoxy)propan-1-ol",OCC(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,C8H3F15O2,DTXSID10185115,TRUE,TRUE,TRUE,FALSE,8,,"XIC is messy, not reviewing",,No
4219,416.9371,6.52,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","2-Methyl-3,3,4,4-tetrafluoro-2-butanol",CC(C)(O)C(F)(F)C(F)F,C5H8F4O,DTXSID00895251,TRUE,TRUE,TRUE,TRUE,11,,"XIC is messy, not reviewing",,No
4255,419.0988,1.08,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C17H14F6N4O2,DTXSID80320031,FALSE,TRUE,FALSE,FALSE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
4331,424.97,5.82,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFCA-unsaturated,O=C([OH])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(/F)=C(\F)C(F)(F)F,C9HF15O2,,TRUE,TRUE,TRUE,TRUE,7,,Adduct (m/z difference of 62.0004) of PFCA. ,,Yes
4357,426.932,6.83,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSA-carbonyl,O=S(O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)=O,C7HF13O4S,,TRUE,TRUE,TRUE,TRUE,18,DTXSID601032373,"Fragment at 406.9611 corresponds to loss of HF from M with additional HF losses at 386.9546 and 366.9491. Fragment at 302.9863 is from loss of SO2 from 366.9492, followed by additional HF loss at 282.9811. Fragment at 79.9572 corresponds to SO3. Significant fluorinated fragments that confirm molecular formula, unsure of exact structure but assigning to carbonyl at level 3. ",YES,Yes
4360,426.9657,3.12,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","2,2,3,3-Tetrafluoro-3-{[1,1,1,2,3,3-hexafluoro-3-(1,2,2,2-tetrafluoroethoxy)propan-2-yl]oxy}propanoic acid",OC(=O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)C(F)(F)F,C8H2F14O4,DTXSID60904459,TRUE,TRUE,TRUE,TRUE,4,DTXSID60904459,"Fragment at 212.9790 appears to be C4F7O2. Fragment at 168.9890 corresponds to C3F7. Fragments are somewhat similar with reference spectra for compound on AMOS. Tentatively assigning as this, could use additional review. ",YES,Yes
4361,426.9684,6.15,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,FT-PFSA,O=S([OH])(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H5F13O3S,,TRUE,TRUE,TRUE,TRUE,21,DTXSID6067331,"Compared to reference spectra on AMOS, user agreed match. Splitting in XIC.",YES,Yes
4383,428.9374,6.6,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFCA-Cl,O=C([OH])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[Cl],C8HClF14O2,DTXSID80388474,TRUE,TRUE,TRUE,TRUE,16,,"No AMOS spectra for comaprison. HF losses observed at 408.9578, 388.9494, and 368.9466 (3 total). Fragment at 334.9739 corresponds to C6F3O and subsequent losses of CF2 at 234.9804 (C4F9O), 184.9839 (C3F7O) and 134.9872 (C2F5O). Fragment at 368.9466 is present in CF2 series with 268.9831 (C5F11), 218.9860(C4F9), and 168.9891 (C4F7) and 68.9957 (CF3). Fragments suggest ether backbone with carbon-fluorine presence. HF losses and assuming [M-H]- requires a total of 4 hydrogens in chemical formula, which is different than proposed formula. Cannot assign preliminary structure",YES,Yes
4385,428.9615,6.63,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",Perfluoro-2-[(perfluoropentyl)oxy]propanoic acid,OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,C8HF15O3,DTXSID20892363,TRUE,TRUE,TRUE,TRUE,13,DTXSID101034243,No AMOS spectra for comparison. Fragments observed in MS2 spectra are in-line with fragments observed of features in homologous series with AMOS spectra comparison match. ,YES,Yes
4412,430.9424,6.68,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSA-H,O=S([OH])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)C(F)(F)F,C7H2F14O3S,,TRUE,TRUE,TRUE,TRUE,36,DTXSID301032324,No AMOS spectra for comparison. Fragment at 79.9568 corresponds to SO3. Fragment at 82.9605 corresponds to SO2F. Fragment at 98.9553 corresponds to SO3F. Fragment at 118.9931 corresponds to C2F5. Fragment at 168.9886 corresponds to C3F7. Fragment at 330.9780 corresponds to C7F13. Fragment at 410.9342 corresponds to HF loss to give C7F13SO3.,YES,Yes
4443,432.9723,8.73,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","1,1,1,3,3,4,4,6,6,6-Decafluoro-2,5-bis(trifluoromethyl)hexane-2,5-diol",OC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(O)(C(F)(F)F)C(F)(F)F,C8H2F16O2,DTXSID40799229,TRUE,TRUE,TRUE,TRUE,2,,Fragment at 68.9955 corresponds to CF3. Fragment at 112.9853 corresponds to C2F3O2. Fragment at 162.9826 corresponds to C3F5O2. No additional fragments observed. Fragments do generally support the proposed formula but structure is unlikely. Needs additional review.,YES,Yes
4462,433.9922,6.18,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFSM-N_EtFSAA,CCN(CC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H8F11NO4S,DTXSID20571181,TRUE,TRUE,TRUE,TRUE,7,DTXSID5071888,No AMOS spectra for comparison. SO2F observed. Fragment at 375.9860 corresponds to C7H5F11NO2S (loss of C2H2O20. Fragment at 332.9442 corresponds to C5F11O2S (loss of C4H7NO2). Fragment at 268.9821 corresponds to C5F11.,YES,Yes
4470,434.9668,6.85,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",Heptadecafluorooctan-1-ol,OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8HF17O,DTXSID90561796,TRUE,TRUE,TRUE,TRUE,3,,In-source fragment (loss of CO2) of fluoroethers shown by XIC,,Yes
4512,438.9699,6.08,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",Perfluoroazelaic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O,C9H2F14O4,DTXSID10379774,TRUE,TRUE,TRUE,TRUE,5,,Fragment at 84.9907 corresponds to CF3O. Fragment at 250.9760 corresponds to C4F9O2. Fragment at 376.9698 corresponds to C7HF12O4. Fragment at 376.9698 corresponds to C8H3F12O7. Fragments generally suggest ether species,YES,Yes
4513,438.9844,6.06,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Pentadecafluorodec-2-enoic acid",OC(=O)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H3F15O2,DTXSID30822919,TRUE,TRUE,TRUE,TRUE,4,,No MS2 in Mzmine,,Yes
4531,440.9616,6.55,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFCA-unsaturated_ether,O=C([OH])C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(/F)=C(\F)C(F)(F)F,C9HF15O3,,TRUE,TRUE,TRUE,TRUE,18,DTXSID701035132,No AMOS spectra for comparison. Fragment at 396.9704 corresponds to CO2 loss. Fragment at 330.9784 corresponds to C6F13 Fragment at 280.9828 corresponds to C6F11. Fragment at 230.9859 corresponds to C5F9. Fragment at 196.9846 corresponds to C4F7O. Fragment at 180.9888 corresponds to C4F7. Fragment at 130.9926 corresponds to C3F5. Fragment at 84.9907 corresponds to CF3O.,YES,Yes
4535,440.9972,6.8,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",3-Perfluoroheptylpropanoic acid,OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H5F15O2,DTXSID90382620,TRUE,TRUE,TRUE,TRUE,32,DTXSID90382620,"Compared to reference spectra on AMOS, user agreed match",YES,Yes
4561,442.9424,6.93,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSA-H,O=S([OH])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)C(/F)=C(\F)C(F)(F)F,C8H2F14O3S,,TRUE,TRUE,TRUE,TRUE,29,DTXSID101032316,"No AMOS spectra for comparison. Fragment at 422.9354 corresponds to HF loss. Fragment at 342.9788 corresponds to C5HF8O3S with subsequent CF2 losses at 292.9828, 242.9857, 192.9889, and 142.9926. Fragment at 98.9555 corresponds to to SO3F. Fragment at 79.9569 corresponds to SO3. SMILES proposed by FluoroMatch doesn't seem to match fragments and structure with formula in CompTox also doesn't match fragments. Proposed structure: FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)\C(F)=C(/F)S(=O)(=O)O. Assigning similar structure from CompTox for DTXSID. ",YES,Yes
4563,442.9624,6.04,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,FT-sulfonic_acid,O=S([OH])(=O)C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H5F13O4S,,TRUE,TRUE,TRUE,TRUE,9,DTXSID401022126,"Assigned DTXSID has correct molecular formula, but thinking hydroxy wrong location. No AMOS spectra for comparison. Fragment at 424.9525 corresponds to water loss. Fragment at 318.9819 corresponds to C6F13. Framgnet at 242.9892 corresponds to C6F9. Fragment at 168.9893 C3F7. Fragment at at 122.9754 corresponds to C2H3SO4. Fragment at 94.9808 corresponds to CH3O3S. Fragment at 79.9572 corresponds to SO3.",YES,Yes
4565,442.9732,6.63,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",6:2 Fluorotelomer phosphate monoester,OP(O)(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H6F13O4P,DTXSID90558000,TRUE,TRUE,TRUE,TRUE,19,,"XIC is messy, no MS2 in Mzmine",,Yes
4583,444.9575,10.56,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C8HF15O4,DTXSID50381073,FALSE,TRUE,TRUE,FALSE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
4584,444.9584,6.65,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","Perfluoro-3,6-dioxadecanoic acid",OC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8HF15O4,DTXSID50381073,TRUE,TRUE,TRUE,FALSE,26,,"Spectral library hit for CH3-CF2-(C2F4)3-SO3, user agreed match",YES,Yes
4585,444.9723,5.92,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFCA-H,O=C([OH])C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H2F16O2,,TRUE,TRUE,TRUE,TRUE,4,,"Fragment at 318.9799 corresponds to C6F13. Fragment at 168.9896 corresponds to C3F7. Fragment at 118.9920 corresponds to C2F5. Fragment at 101.0018 corresponds to C2HF4. Fragment at 59.0137 corresponds to acetate. XIC is somewhat isomeric. Definitely PFAS, but need additional opinion to assign identity.",YES,Yes
4608,446.9552,6.79,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C7H2F14O6,,FALSE,TRUE,TRUE,TRUE,3,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
4609,446.9662,7,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoronon-1-en-1-ol",FC(C(F)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9HF17O,DTXSID10794509,TRUE,TRUE,TRUE,TRUE,15,,"XIC is messy, not reviewing",,No
4625,447.949,8.36,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSM-perfluoroalkyl_sulfonamide,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H2F15NO2S,,TRUE,TRUE,TRUE,TRUE,1,DTXSID601026643,No AMOS spectra for comparison. Fragment at 77.9655 corresponds to NO2S. Fragment at 169.9888 corresponds to C3F7.,YES,Yes
4637,448.9331,7.19,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSA-perfluoroalkyl,O=S([OH])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F),C7HF15O3S,,TRUE,TRUE,TRUE,TRUE,20,DTXSID8059920,"Compared to reference spectra on AMOS, user agreed match",YES,Yes
4701,452.9649,6.07,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","4-[(1,1,2,2,3,3,4,4,5,6,6-Undecafluorohex-5-en-1-yl)oxy]benzene-1-sulfonic acid",OS(=O)(=O)C1=CC=C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)=C(F)F)C=C1,C12H5F11O4S,DTXSID00893454,TRUE,TRUE,TRUE,TRUE,6,,"XIC is messy, not reviewing",,No
4729,455.9576,6.22,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSM-FSAA,O=C([OH])CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H4F13NO4S,,TRUE,TRUE,TRUE,TRUE,4,DTXSID401026647,No AMOS spectra for comparison. NO2S and C3F7 peaks observed. Fragments at 135.9714 and 397.9521 likely correspond to C2H2NO4S (loss of C6HF13) and C6HF13NO2S (loss of C2H2O2) respectively. Peak at 318.9786 likely corresponds to C6F13.,YES,Yes
4736,456.9747,6.21,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",2H-Perfluoro-2-decenoic acid,OC(=O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H2F16O2,DTXSID001019143,TRUE,TRUE,TRUE,TRUE,2,,No MS2 in Mzmine,,Yes
